id_seqFait,id_temps,id_seqEmployee,id_seqClient,nb_commandes_livrees,nb_commandes_non_livrees
1146,16,27,37,1,0
1147,16,28,37,1,0
1148,16,14,89,1,0
1149,16,15,89,1,0
1150,16,16,89,1,0
1151,16,10,51,1,0
1152,16,11,51,1,0
1153,16,12,51,1,0
1154,16,13,51,1,0
1155,16,43,39,1,0
1156,16,44,39,1,0
1157,16,45,39,1,0
1158,16,46,39,1,0
1159,16,47,39,1,0
1160,16,48,39,1,0
1161,16,49,39,1,0
1162,16,29,3,1,0
1163,16,30,3,1,0
1164,16,31,3,1,0
1165,16,32,3,1,0
1166,16,33,3,1,0
1167,16,34,3,1,0
1168,16,35,3,1,0
1169,16,36,3,1,0
1170,16,37,3,1,0
1171,16,38,3,1,0
1172,16,1,56,1,0
1173,16,2,56,1,0
1174,16,14,6,1,0
1175,16,15,6,1,0
1176,16,16,6,1,0
1177,16,24,71,1,0
1178,16,25,71,1,0
1179,16,26,71,1,0
1180,16,27,71,1,0
1181,16,28,71,1,0
1182,16,14,9,1,0
1183,16,15,9,1,0
1184,16,16,9,1,0
1185,16,29,21,1,0
1186,16,30,21,1,0
1187,16,31,21,1,0
1188,16,32,21,1,0
1189,16,33,21,1,0
1190,16,34,21,1,0
1191,16,35,21,1,0
1192,16,36,21,1,0
1193,16,37,21,1,0
1194,16,38,21,1,0
1195,16,29,86,1,0
1196,16,30,86,1,0
1197,16,31,86,1,0
1198,16,32,86,1,0
1199,16,33,86,1,0
1200,16,34,86,1,0
1201,16,35,86,1,0
1202,16,36,86,1,0
1203,16,37,86,1,0
1204,16,38,86,1,0
1205,16,10,20,1,0
1206,16,11,20,1,0
1207,16,12,20,1,0
1208,16,13,20,1,0
1209,16,3,63,1,0
1210,16,4,63,1,0
1211,16,5,63,1,0
1212,16,6,63,1,0
1213,16,7,63,1,0
1214,16,8,63,1,0
1215,16,9,63,1,0
1216,16,3,37,1,0
1217,16,4,37,1,0
1218,16,5,37,1,0
1219,16,6,37,1,0
1220,16,7,37,1,0
1221,16,8,37,1,0
1222,16,9,37,1,0
1223,16,10,53,1,0
1224,16,11,53,1,0
1225,16,12,53,1,0
1226,16,13,53,1,0
1227,16,14,80,1,0
1228,16,15,80,1,0
1229,16,16,80,1,0
1230,16,24,14,1,0
1231,16,25,14,1,0
1232,16,26,14,1,0
1233,16,27,14,1,0
1234,16,28,14,1,0
1235,16,29,70,1,0
1236,16,30,70,1,0
1237,16,31,70,1,0
1238,16,32,70,1,0
1239,16,33,70,1,0
1240,16,34,70,1,0
1241,16,35,70,1,0
1242,16,36,70,1,0
1243,16,37,70,1,0
1244,16,38,70,1,0
1245,16,39,12,1,0
1246,16,40,12,1,0
1247,16,41,12,1,0
1248,16,42,12,1,0
1249,16,14,44,1,0
1250,16,15,44,1,0
1251,16,16,44,1,0
1252,17,29,72,1,0
1253,17,30,72,1,0
1254,17,31,72,1,0
1255,17,32,72,1,0
1256,17,33,72,1,0
1257,17,34,72,1,0
1258,17,35,72,1,0
1259,17,36,72,1,0
1260,17,37,72,1,0
1261,17,38,72,1,0
1262,17,1,5,1,0
1263,17,2,5,1,0
1264,17,1,9,1,0
1265,17,2,9,1,0
1266,17,14,87,1,0
1267,17,15,87,1,0
1268,17,16,87,1,0
1269,17,29,63,1,0
1270,17,30,63,1,0
1271,17,31,63,1,0
1272,17,32,63,1,0
1273,17,33,63,1,0
1274,17,34,63,1,0
1275,17,35,63,1,0
1276,17,36,63,1,0
1277,17,37,63,1,0
1278,17,38,63,1,0
1279,17,24,32,1,0
1280,17,25,32,1,0
1281,17,26,32,1,0
1282,17,27,32,1,0
1283,17,28,32,1,0
1284,17,17,50,1,0
1285,17,18,50,1,0
1286,17,19,50,1,0
1287,17,20,50,1,0
1288,17,21,50,1,0
1289,17,22,50,1,0
1290,17,23,50,1,0
1291,17,10,59,1,0
1292,17,11,59,1,0
1293,17,12,59,1,0
1294,17,13,59,1,0
1295,17,29,54,1,0
1296,17,30,54,1,0
1297,17,31,54,1,0
1298,17,32,54,1,0
1299,17,33,54,1,0
1300,17,34,54,1,0
1301,17,35,54,1,0
1302,17,36,54,1,0
1303,17,37,54,1,0
1304,17,38,54,1,0
1305,17,29,19,1,0
1306,17,30,19,1,0
1307,17,31,19,1,0
1308,17,32,19,1,0
1309,17,33,19,1,0
1310,17,34,19,1,0
1311,17,35,19,1,0
1312,17,36,19,1,0
1313,17,37,19,1,0
1314,17,38,19,1,0
1315,17,39,24,1,0
1316,17,40,24,1,0
1317,17,41,24,1,0
1318,17,42,24,1,0
1319,17,39,44,1,0
1320,17,40,44,1,0
1321,17,41,44,1,0
1322,17,42,44,1,0
1323,17,14,3,1,0
1324,17,15,3,1,0
1325,17,16,3,1,0
1326,17,10,44,1,0
1327,17,11,44,1,0
1328,17,12,44,1,0
1329,17,13,44,1,0
1330,17,1,68,1,0
1331,17,2,68,1,0
1332,17,43,11,1,0
1333,17,44,11,1,0
1334,17,45,11,1,0
1335,17,46,11,1,0
1336,17,47,11,1,0
1337,17,48,11,1,0
1338,17,49,11,1,0
1339,17,24,11,1,0
1340,17,25,11,1,0
1341,17,26,11,1,0
1342,17,27,11,1,0
1343,17,28,11,1,0
1344,17,10,63,1,0
1345,17,11,63,1,0
1346,17,12,63,1,0
1347,17,13,63,1,0
1348,17,3,34,1,0
1349,17,4,34,1,0
1350,17,5,34,1,0
1351,17,6,34,1,0
1352,17,7,34,1,0
1353,17,8,34,1,0
1354,17,9,34,1,0
1355,17,1,39,1,0
1356,17,2,39,1,0
1357,17,39,46,1,0
1358,17,40,46,1,0
1359,17,41,46,1,0
1360,17,42,46,1,0
1361,17,14,48,1,0
1362,17,15,48,1,0
1363,17,16,48,1,0
1364,17,39,43,1,0
1365,17,40,43,1,0
1366,17,41,43,1,0
1367,17,42,43,1,0
1368,17,1,84,1,0
1369,17,2,84,1,0
1370,17,10,72,1,0
1371,17,11,72,1,0
1372,17,12,72,1,0
1373,17,13,72,1,0
1374,17,10,79,1,0
1375,17,11,79,1,0
1376,17,12,79,1,0
1377,17,13,79,1,0
1378,17,17,63,1,0
1379,17,18,63,1,0
1380,17,19,63,1,0
1381,17,20,63,1,0
1382,17,21,63,1,0
1383,17,22,63,1,0
1384,17,23,63,1,0
1385,17,29,30,1,0
1386,17,30,30,1,0
1387,17,31,30,1,0
1388,17,32,30,1,0
1389,17,33,30,1,0
1390,17,34,30,1,0
1391,17,35,30,1,0
1392,17,36,30,1,0
1393,17,37,30,1,0
1394,17,38,30,1,0
1395,17,14,28,1,0
1396,17,15,28,1,0
1397,17,16,28,1,0
1398,17,3,35,1,0
1399,17,4,35,1,0
1400,17,5,35,1,0
1401,17,6,35,1,0
1402,17,7,35,1,0
1403,17,8,35,1,0
1404,17,9,35,1,0
1405,17,3,87,1,0
1406,17,4,87,1,0
1407,17,5,87,1,0
1408,17,6,87,1,0
1409,17,7,87,1,0
1410,17,8,87,1,0
1411,17,9,87,1,0
1412,17,14,56,1,0
1413,17,15,56,1,0
1414,17,16,56,1,0
1415,18,24,71,1,0
1416,18,25,71,1,0
1417,18,26,71,1,0
1418,18,27,71,1,0
1419,18,28,71,1,0
1420,18,3,73,1,0
1421,18,4,73,1,0
1422,18,5,73,1,0
1423,18,6,73,1,0
1424,18,7,73,1,0
1425,18,8,73,1,0
1426,18,9,73,1,0
1427,18,43,44,1,0
1428,18,44,44,1,0
1429,18,45,44,1,0
1430,18,46,44,1,0
1431,18,47,44,1,0
1432,18,48,44,1,0
1433,18,49,44,1,0
1434,18,1,4,1,0
1435,18,2,4,1,0
1436,18,24,7,1,0
1437,18,25,7,1,0
1438,18,26,7,1,0
1439,18,27,7,1,0
1440,18,28,7,1,0
1441,18,39,25,1,0
1442,18,40,25,1,0
1443,18,41,25,1,0
1444,18,42,25,1,0
1445,18,3,24,1,0
1446,18,4,24,1,0
1447,18,5,24,1,0
1448,18,6,24,1,0
1449,18,7,24,1,0
1450,18,8,24,1,0
1451,18,9,24,1,0
1452,18,1,66,1,0
1453,18,2,66,1,0
1454,18,3,67,1,0
1455,18,4,67,1,0
1456,18,5,67,1,0
1457,18,6,67,1,0
1458,18,7,67,1,0
1459,18,8,67,1,0
1460,18,9,67,1,0
1461,18,14,65,1,0
1462,18,15,65,1,0
1463,18,16,65,1,0
1464,18,39,51,1,0
1465,18,40,51,1,0
1466,18,41,51,1,0
1467,18,42,51,1,0
1468,18,43,7,1,0
1469,18,44,7,1,0
1470,18,45,7,1,0
1471,18,46,7,1,0
1472,18,47,7,1,0
1473,18,48,7,1,0
1474,18,49,7,1,0
1475,18,1,37,1,0
1476,18,2,37,1,0
1477,18,10,29,1,0
1478,18,11,29,1,0
1479,18,12,29,1,0
1480,18,13,29,1,0
1481,18,17,65,1,0
1482,18,18,65,1,0
1483,18,19,65,1,0
1484,18,20,65,1,0
1485,18,21,65,1,0
1486,18,22,65,1,0
1487,18,23,65,1,0
1488,18,10,51,1,0
1489,18,11,51,1,0
1490,18,12,51,1,0
1491,18,13,51,1,0
1492,18,39,20,1,0
1493,18,40,20,1,0
1494,18,41,20,1,0
1495,18,42,20,1,0
1496,18,10,5,1,0
1497,18,11,5,1,0
1498,18,12,5,1,0
1499,18,13,5,1,0
1500,18,29,3,1,0
1501,18,30,3,1,0
1502,18,31,3,1,0
1503,18,32,3,1,0
1504,18,33,3,1,0
1505,18,34,3,1,0
1506,18,35,3,1,0
1507,18,36,3,1,0
1508,18,37,3,1,0
1509,18,38,3,1,0
1510,18,14,82,1,0
1511,18,15,82,1,0
1512,18,16,82,1,0
1513,18,17,52,1,0
1514,18,18,52,1,0
1515,18,19,52,1,0
1516,18,20,52,1,0
1517,18,21,52,1,0
1518,18,22,52,1,0
1519,18,23,52,1,0
1520,18,10,80,1,0
1521,18,11,80,1,0
1522,18,12,80,1,0
1523,18,13,80,1,0
1524,18,43,82,1,0
1525,18,44,82,1,0
1526,18,45,82,1,0
1527,18,46,82,1,0
1528,18,47,82,1,0
1529,18,48,82,1,0
1530,18,49,82,1,0
1531,18,14,11,1,0
1532,18,15,11,1,0
1533,18,16,11,1,0
1534,18,1,45,1,0
1535,18,2,45,1,0
1536,18,14,56,1,0
1537,18,15,56,1,0
1538,18,16,56,1,0
1539,18,10,21,1,0
1540,18,11,21,1,0
1541,18,12,21,1,0
1542,18,13,21,1,0
1543,18,10,6,1,0
1544,18,11,6,1,0
1545,18,12,6,1,0
1546,18,13,6,1,0
1547,18,3,87,1,0
1548,18,4,87,1,0
1549,18,5,87,1,0
1550,18,6,87,1,0
1551,18,7,87,1,0
1552,18,8,87,1,0
1553,18,9,87,1,0
1554,18,14,7,1,0
1555,18,15,7,1,0
1556,18,16,7,1,0
1557,19,29,88,1,0
1558,19,30,88,1,0
1559,19,31,88,1,0
1560,19,32,88,1,0
1561,19,33,88,1,0
1562,19,34,88,1,0
1563,19,35,88,1,0
1564,19,36,88,1,0
1565,19,37,88,1,0
1566,19,38,88,1,0
1567,19,43,66,1,0
1568,19,44,66,1,0
1569,19,45,66,1,0
1570,19,46,66,1,0
1571,19,47,66,1,0
1572,19,48,66,1,0
1573,19,49,66,1,0
1574,19,1,61,1,0
1575,19,2,61,1,0
1576,19,3,63,1,0
1577,19,4,63,1,0
1578,19,5,63,1,0
1579,19,6,63,1,0
1580,19,7,63,1,0
1581,19,8,63,1,0
1582,19,9,63,1,0
1583,19,39,32,1,0
1584,19,40,32,1,0
1585,19,41,32,1,0
1586,19,42,32,1,0
1587,19,14,51,1,0
1588,19,15,51,1,0
1589,19,16,51,1,0
1590,19,1,83,1,0
1591,19,2,83,1,0
1592,19,10,44,1,0
1593,19,11,44,1,0
1594,19,12,44,1,0
1595,19,13,44,1,0
1596,19,29,44,1,0
1597,19,30,44,1,0
1598,19,31,44,1,0
1599,19,32,44,1,0
1600,19,33,44,1,0
1601,19,34,44,1,0
1602,19,35,44,1,0
1603,19,36,44,1,0
1604,19,37,44,1,0
1605,19,38,44,1,0
1606,19,10,55,1,0
1607,19,11,55,1,0
1608,19,12,55,1,0
1609,19,13,55,1,0
1610,19,3,20,1,0
1611,19,4,20,1,0
1612,19,5,20,1,0
1613,19,6,20,1,0
1614,19,7,20,1,0
1615,19,8,20,1,0
1616,19,9,20,1,0
1617,19,39,89,1,0
1618,19,40,89,1,0
1619,19,41,89,1,0
1620,19,42,89,1,0
1621,19,29,59,1,0
1622,19,30,59,1,0
1623,19,31,59,1,0
1624,19,32,59,1,0
1625,19,33,59,1,0
1626,19,34,59,1,0
1627,19,35,59,1,0
1628,19,36,59,1,0
1629,19,37,59,1,0
1630,19,38,59,1,0
1631,19,1,65,1,0
1632,19,2,65,1,0
1633,19,24,11,1,0
1634,19,25,11,1,0
1635,19,26,11,1,0
1636,19,27,11,1,0
1637,19,28,11,1,0
1638,19,14,36,1,0
1639,19,15,36,1,0
1640,19,16,36,1,0
1641,19,29,35,1,0
1642,19,30,35,1,0
1643,19,31,35,1,0
1644,19,32,35,1,0
1645,19,33,35,1,0
1646,19,34,35,1,0
1647,19,35,35,1,0
1648,19,36,35,1,0
1649,19,37,35,1,0
1650,19,38,35,1,0
1651,19,39,83,1,0
1652,19,40,83,1,0
1653,19,41,83,1,0
1654,19,42,83,1,0
1655,19,39,71,1,0
1656,19,40,71,1,0
1657,19,41,71,1,0
1658,19,42,71,1,0
1659,19,1,28,1,0
1660,19,2,28,1,0
1661,19,1,51,1,0
1662,19,2,51,1,0
1663,19,14,81,1,0
1664,19,15,81,1,0
1665,19,16,81,1,0
1666,19,17,71,1,0
1667,19,18,71,1,0
1668,19,19,71,1,0
1669,19,20,71,1,0
1670,19,21,71,1,0
1671,19,22,71,1,0
1672,19,23,71,1,0
1673,19,14,79,1,0
1674,19,15,79,1,0
1675,19,16,79,1,0
1676,19,29,18,1,0
1677,19,30,18,1,0
1678,19,31,18,1,0
1679,19,32,18,1,0
1680,19,33,18,1,0
1681,19,34,18,1,0
1682,19,35,18,1,0
1683,19,36,18,1,0
1684,19,37,18,1,0
1685,19,38,18,1,0
1686,19,39,41,1,0
1687,19,40,41,1,0
1688,19,41,41,1,0
1689,19,42,41,1,0
1690,19,24,91,1,0
1691,19,25,91,1,0
1692,19,26,91,1,0
1693,19,27,91,1,0
1694,19,28,91,1,0
1695,19,1,71,1,0
1696,19,2,71,1,0
1697,19,14,35,1,0
1698,19,15,35,1,0
1699,19,16,35,1,0
1700,19,39,6,1,0
1701,19,40,6,1,0
1702,19,41,6,1,0
1703,19,42,6,1,0
1704,19,3,90,1,0
1705,19,4,90,1,0
1706,19,5,90,1,0
1707,19,6,90,1,0
1708,19,7,90,1,0
1709,19,8,90,1,0
1710,19,9,90,1,0
1711,19,1,32,1,0
1712,19,2,32,1,0
1713,19,14,32,1,0
1714,19,15,32,1,0
1715,19,16,32,1,0
1716,20,1,51,1,0
1717,20,2,51,1,0
1718,20,10,51,1,0
1719,20,11,51,1,0
1720,20,12,51,1,0
1721,20,13,51,1,0
1722,20,3,42,1,0
1723,20,4,42,1,0
1724,20,5,42,1,0
1725,20,6,42,1,0
1726,20,7,42,1,0
1727,20,8,42,1,0
1728,20,9,42,1,0
1729,20,14,38,1,0
1730,20,15,38,1,0
1731,20,16,38,1,0
1732,20,14,67,1,0
1733,20,15,67,1,0
1734,20,16,67,1,0
1735,20,39,25,1,0
1736,20,40,25,1,0
1737,20,41,25,1,0
1738,20,42,25,1,0
1739,20,14,78,1,0
1740,20,15,78,1,0
1741,20,16,78,1,0
1742,20,10,2,1,0
1743,20,11,2,1,0
1744,20,12,2,1,0
1745,20,13,2,1,0
1746,20,1,5,1,0
1747,20,2,5,1,0
1748,20,39,71,1,0
1749,20,40,71,1,0
1750,20,41,71,1,0
1751,20,42,71,1,0
1752,20,14,7,1,0
1753,20,15,7,1,0
1754,20,16,7,1,0
1755,20,14,30,1,0
1756,20,15,30,1,0
1757,20,16,30,1,0
1758,20,1,39,1,0
1759,20,2,39,1,0
1760,20,39,41,1,0
1761,20,40,41,1,0
1762,20,41,41,1,0
1763,20,42,41,1,0
1764,20,39,86,1,0
1765,20,40,86,1,0
1766,20,41,86,1,0
1767,20,42,86,1,0
1768,20,29,20,1,0
1769,20,30,20,1,0
1770,20,31,20,1,0
1771,20,32,20,1,0
1772,20,33,20,1,0
1773,20,34,20,1,0
1774,20,35,20,1,0
1775,20,36,20,1,0
1776,20,37,20,1,0
1777,20,38,20,1,0
1778,20,14,23,1,0
1779,20,15,23,1,0
1780,20,16,23,1,0
1781,20,39,49,1,0
1782,20,40,49,1,0
1783,20,41,49,1,0
1784,20,42,49,1,0
1785,20,14,87,1,0
1786,20,15,87,1,0
1787,20,16,87,1,0
1788,20,24,62,1,0
1789,20,25,62,1,0
1790,20,26,62,1,0
1791,20,27,62,1,0
1792,20,28,62,1,0
1793,20,10,47,1,0
1794,20,11,47,1,0
1795,20,12,47,1,0
1796,20,13,47,1,0
1797,20,29,70,1,0
1798,20,30,70,1,0
1799,20,31,70,1,0
1800,20,32,70,1,0
1801,20,33,70,1,0
1802,20,34,70,1,0
1803,20,35,70,1,0
1804,20,36,70,1,0
1805,20,37,70,1,0
1806,20,38,70,1,0
1807,20,14,86,1,0
1808,20,15,86,1,0
1809,20,16,86,1,0
1810,20,14,35,1,0
1811,20,15,35,1,0
1812,20,16,35,1,0
1813,20,29,73,1,0
1814,20,30,73,1,0
1815,20,31,73,1,0
1816,20,32,73,1,0
1817,20,33,73,1,0
1818,20,34,73,1,0
1819,20,35,73,1,0
1820,20,36,73,1,0
1821,20,37,73,1,0
1822,20,38,73,1,0
1823,20,24,1,1,0
1824,20,25,1,1,0
1825,20,26,1,1,0
1826,20,27,1,1,0
1827,20,28,1,1,0
1828,20,10,88,1,0
1829,20,11,88,1,0
1830,20,12,88,1,0
1831,20,13,88,1,0
1832,20,14,34,1,0
1833,20,15,34,1,0
1834,20,16,34,1,0
1835,20,43,37,1,0
1836,20,44,37,1,0
1837,20,45,37,1,0
1838,20,46,37,1,0
1839,20,47,37,1,0
1840,20,48,37,1,0
1841,20,49,37,1,0
1842,20,14,61,1,0
1843,20,15,61,1,0
1844,20,16,61,1,0
1845,20,17,67,1,0
1846,20,18,67,1,0
1847,20,19,67,1,0
1848,20,20,67,1,0
1849,20,21,67,1,0
1850,20,22,67,1,0
1851,20,23,67,1,0
1852,20,17,50,1,0
1853,20,18,50,1,0
1854,20,19,50,1,0
1855,20,20,50,1,0
1856,20,21,50,1,0
1857,20,22,50,1,0
1858,20,23,50,1,0
1859,20,17,21,1,0
1860,20,18,21,1,0
1861,20,19,21,1,0
1862,20,20,21,1,0
1863,20,21,21,1,0
1864,20,22,21,1,0
1865,20,23,21,1,0
1866,21,39,86,1,0
1867,21,40,86,1,0
1868,21,41,86,1,0
1869,21,42,86,1,0
1870,21,14,31,2,0
1871,21,15,31,2,0
1872,21,16,31,2,0
1873,21,1,25,1,0
1874,21,2,25,1,0
1875,21,17,5,1,0
1876,21,18,5,1,0
1877,21,19,5,1,0
1878,21,20,5,1,0
1879,21,21,5,1,0
1880,21,22,5,1,0
1881,21,23,5,1,0
1882,21,1,66,1,0
1883,21,2,66,1,0
1884,21,24,32,1,0
1885,21,25,32,1,0
1886,21,26,32,1,0
1887,21,27,32,1,0
1888,21,28,32,1,0
1889,21,3,71,1,0
1890,21,4,71,1,0
1891,21,5,71,1,0
1892,21,6,71,1,0
1893,21,7,71,1,0
1894,21,8,71,1,0
1895,21,9,71,1,0
1896,21,14,63,1,0
1897,21,15,63,1,0
1898,21,16,63,1,0
1899,21,29,62,1,0
1900,21,30,62,1,0
1901,21,31,62,1,0
1902,21,32,62,1,0
1903,21,33,62,1,0
1904,21,34,62,1,0
1905,21,35,62,1,0
1906,21,36,62,1,0
1907,21,37,62,1,0
1908,21,38,62,1,0
1909,21,39,36,1,0
1910,21,40,36,1,0
1911,21,41,36,1,0
1912,21,42,36,1,0
1913,21,29,37,1,0
1914,21,30,37,1,0
1915,21,31,37,1,0
1916,21,32,37,1,0
1917,21,33,37,1,0
1918,21,34,37,1,0
1919,21,35,37,1,0
1920,21,36,37,1,0
1921,21,37,37,1,0
1922,21,38,37,1,0
1923,21,10,48,1,0
1924,21,11,48,1,0
1925,21,12,48,1,0
1926,21,13,48,1,0
1927,21,3,9,1,0
1928,21,4,9,1,0
1929,21,5,9,1,0
1930,21,6,9,1,0
1931,21,7,9,1,0
1932,21,8,9,1,0
1933,21,9,9,1,0
1934,21,1,28,1,0
1935,21,2,28,1,0
1936,21,1,48,1,0
1937,21,2,48,1,0
1938,21,29,68,1,0
1939,21,30,68,1,0
1940,21,31,68,1,0
1941,21,32,68,1,0
1942,21,33,68,1,0
1943,21,34,68,1,0
1944,21,35,68,1,0
1945,21,36,68,1,0
1946,21,37,68,1,0
1947,21,38,68,1,0
1948,21,29,20,1,0
1949,21,30,20,1,0
1950,21,31,20,1,0
1951,21,32,20,1,0
1952,21,33,20,1,0
1953,21,34,20,1,0
1954,21,35,20,1,0
1955,21,36,20,1,0
1956,21,37,20,1,0
1957,21,38,20,1,0
1958,21,1,86,1,0
1959,21,2,86,1,0
1960,21,3,73,1,0
1961,21,4,73,1,0
1962,21,5,73,1,0
1963,21,6,73,1,0
1964,21,7,73,1,0
1965,21,8,73,1,0
1966,21,9,73,1,0
1967,21,14,25,1,0
1968,21,15,25,1,0
1969,21,16,25,1,0
1970,21,1,26,1,0
1971,21,2,26,1,0
1972,21,43,5,1,0
1973,21,44,5,1,0
1974,21,45,5,1,0
1975,21,46,5,1,0
1976,21,47,5,1,0
1977,21,48,5,1,0
1978,21,49,5,1,0
1979,21,3,90,1,0
1980,21,4,90,1,0
1981,21,5,90,1,0
1982,21,6,90,1,0
1983,21,7,90,1,0
1984,21,8,90,1,0
1985,21,9,90,1,0
1986,21,14,38,1,0
1987,21,15,38,1,0
1988,21,16,38,1,0
1989,21,17,25,1,0
1990,21,18,25,1,0
1991,21,19,25,1,0
1992,21,20,25,1,0
1993,21,21,25,1,0
1994,21,22,25,1,0
1995,21,23,25,1,0
1996,21,3,80,1,0
1997,21,4,80,1,0
1998,21,5,80,1,0
1999,21,6,80,1,0
2000,21,7,80,1,0
2001,21,8,80,1,0
2002,21,9,80,1,0
2003,21,1,3,1,0
2004,21,2,3,1,0
2005,21,29,71,1,0
2006,21,30,71,1,0
2007,21,31,71,1,0
2008,21,32,71,1,0
2009,21,33,71,1,0
2010,21,34,71,1,0
2011,21,35,71,1,0
2012,21,36,71,1,0
2013,21,37,71,1,0
2014,21,38,71,1,0
2015,21,39,7,1,0
2016,21,40,7,1,0
2017,21,41,7,1,0
2018,21,42,7,1,0
2019,21,1,55,1,0
2020,21,2,55,1,0
2021,21,10,32,1,0
2022,21,11,32,1,0
2023,21,12,32,1,0
2024,21,13,32,1,0
2025,21,10,3,1,0
2026,21,11,3,1,0
2027,21,12,3,1,0
2028,21,13,3,1,0
2029,21,3,18,1,0
2030,21,4,18,1,0
2031,21,5,18,1,0
2032,21,6,18,1,0
2033,21,7,18,1,0
2034,21,8,18,1,0
2035,21,9,18,1,0
2036,21,10,56,1,0
2037,21,11,56,1,0
2038,21,12,56,1,0
2039,21,13,56,1,0
2040,21,3,59,1,0
2041,21,4,59,1,0
2042,21,5,59,1,0
2043,21,6,59,1,0
2044,21,7,59,1,0
2045,21,8,59,1,0
2046,21,9,59,1,0
2047,21,43,37,1,0
2048,21,44,37,1,0
2049,21,45,37,1,0
2050,21,46,37,1,0
2051,21,47,37,1,0
2052,21,48,37,1,0
2053,21,49,37,1,0
2054,22,14,83,1,0
2055,22,15,83,1,0
2056,22,16,83,1,0
2057,22,1,5,1,0
2058,22,2,5,1,0
2059,22,1,34,1,0
2060,22,2,34,1,0
2061,22,3,63,1,0
2062,22,4,63,1,0
2063,22,5,63,1,0
2064,22,6,63,1,0
2065,22,7,63,1,0
2066,22,8,63,1,0
2067,22,9,63,1,0
2068,22,14,1,2,0
2069,22,15,1,2,0
2070,22,16,1,2,0
2071,22,10,89,2,0
2072,22,11,89,2,0
2073,22,12,89,2,0
2074,22,13,89,2,0
2075,22,39,63,1,0
2076,22,40,63,1,0
2077,22,41,63,1,0
2078,22,42,63,1,0
2079,22,29,90,1,0
2080,22,30,90,1,0
2081,22,31,90,1,0
2082,22,32,90,1,0
2083,22,33,90,1,0
2084,22,34,90,1,0
2085,22,35,90,1,0
2086,22,36,90,1,0
2087,22,37,90,1,0
2088,22,38,90,1,0
2089,22,39,89,1,0
2090,22,40,89,1,0
2091,22,41,89,1,0
2092,22,42,89,1,0
2093,22,10,47,1,0
2094,22,11,47,1,0
2095,22,12,47,1,0
2096,22,13,47,1,0
2097,22,14,20,1,0
2098,22,15,20,1,0
2099,22,16,20,1,0
2100,22,10,52,1,0
2101,22,11,52,1,0
2102,22,12,52,1,0
2103,22,13,52,1,0
2104,22,10,71,1,0
2105,22,11,71,1,0
2106,22,12,71,1,0
2107,22,13,71,1,0
2108,22,24,37,1,0
2109,22,25,37,1,0
2110,22,26,37,1,0
2111,22,27,37,1,0
2112,22,28,37,1,0
2113,22,24,24,1,0
2114,22,25,24,1,0
2115,22,26,24,1,0
2116,22,27,24,1,0
2117,22,28,24,1,0
2118,22,24,62,1,0
2119,22,25,62,1,0
2120,22,26,62,1,0
2121,22,27,62,1,0
2122,22,28,62,1,0
2123,22,43,35,1,0
2124,22,44,35,1,0
2125,22,45,35,1,0
2126,22,46,35,1,0
2127,22,47,35,1,0
2128,22,48,35,1,0
2129,22,49,35,1,0
2130,22,39,55,1,0
2131,22,40,55,1,0
2132,22,41,55,1,0
2133,22,42,55,1,0
2134,22,14,4,1,0
2135,22,15,4,1,0
2136,22,16,4,1,0
2137,22,24,77,1,0
2138,22,25,77,1,0
2139,22,26,77,1,0
2140,22,27,77,1,0
2141,22,28,77,1,0
2142,22,1,31,1,0
2143,22,2,31,1,0
2144,22,1,27,1,0
2145,22,2,27,1,0
2146,22,17,71,2,0
2147,22,18,71,2,0
2148,22,19,71,2,0
2149,22,20,71,2,0
2150,22,21,71,2,0
2151,22,22,71,2,0
2152,22,23,71,2,0
2153,22,10,37,1,0
2154,22,11,37,1,0
2155,22,12,37,1,0
2156,22,13,37,1,0
2157,22,1,71,1,0
2158,22,2,71,1,0
2159,22,10,9,1,0
2160,22,11,9,1,0
2161,22,12,9,1,0
2162,22,13,9,1,0
2163,22,14,64,1,0
2164,22,15,64,1,0
2165,22,16,64,1,0
2166,22,1,25,1,0
2167,22,2,25,1,0
2168,22,1,39,1,0
2169,22,2,39,1,0
2170,22,39,45,1,0
2171,22,40,45,1,0
2172,22,41,45,1,0
2173,22,42,45,1,0
2174,22,39,61,1,0
2175,22,40,61,1,0
2176,22,41,61,1,0
2177,22,42,61,1,0
2178,22,17,63,1,0
2179,22,18,63,1,0
2180,22,19,63,1,0
2181,22,20,63,1,0
2182,22,21,63,1,0
2183,22,22,63,1,0
2184,22,23,63,1,0
2185,22,39,71,1,0
2186,22,40,71,1,0
2187,22,41,71,1,0
2188,22,42,71,1,0
2189,22,39,51,1,0
2190,22,40,51,1,0
2191,22,41,51,1,0
2192,22,42,51,1,0
2193,22,14,21,1,0
2194,22,15,21,1,0
2195,22,16,21,1,0
2196,23,14,19,1,0
2197,23,15,19,1,0
2198,23,16,19,1,0
2199,23,3,66,1,0
2200,23,4,66,1,0
2201,23,5,66,1,0
2202,23,6,66,1,0
2203,23,7,66,1,0
2204,23,8,66,1,0
2205,23,9,66,1,0
2206,23,14,62,1,0
2207,23,15,62,1,0
2208,23,16,62,1,0
2209,23,39,47,1,0
2210,23,40,47,1,0
2211,23,41,47,1,0
2212,23,42,47,1,0
2213,23,17,9,1,0
2214,23,18,9,1,0
2215,23,19,9,1,0
2216,23,20,9,1,0
2217,23,21,9,1,0
